room_id,room_name,sender_id,chat,time
-1001181166784,Whyred - OFFICIAL,477523965,Is there any other aosp based rom that supports native video calling other than carbon?,2020-04-07 08:36:54+00:00
-1001181166784,Whyred - OFFICIAL,662133896,@WhyredUpdates,2020-04-07 08:26:45+00:00
-1001181166784,Whyred - OFFICIAL,427375875,#roms,2020-04-07 08:26:45+00:00
-1001181166784,Whyred - OFFICIAL,709563008,Don't spam,2020-04-07 08:21:24+00:00
-1001181166784,Whyred - OFFICIAL,542694545,,2020-04-07 08:21:08+00:00
-1001181166784,Whyred - OFFICIAL,542694545,,2020-04-07 08:21:05+00:00
-1001181166784,Whyred - OFFICIAL,861791770,How to turn on selinux,2020-04-07 08:20:47+00:00
-1001181166784,Whyred - OFFICIAL,1083452606,Cara instal,2020-04-07 08:18:58+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Note persist,2020-04-07 08:18:24+00:00
-1001181166784,Whyred - OFFICIAL,1083452606,#persist,2020-04-07 08:18:22+00:00
-1001181166784,Whyred - OFFICIAL,662133896,notes,2020-04-07 08:18:00+00:00
-1001181166784,Whyred - OFFICIAL,1083452606,#notes,2020-04-07 08:18:00+00:00
-1001181166784,Whyred - OFFICIAL,276644727,,2020-04-07 08:16:47+00:00
-1001181166784,Whyred - OFFICIAL,276644727,Still not work,2020-04-07 08:16:44+00:00
-1001181166784,Whyred - OFFICIAL,276644727,,2020-04-07 08:16:37+00:00
-1001181166784,Whyred - OFFICIAL,639232385,Fine.,2020-04-07 08:09:41+00:00
-1001181166784,Whyred - OFFICIAL,847465994,pie roms if I'm not mistaken.,2020-04-07 08:08:32+00:00
-1001181166784,Whyred - OFFICIAL,639232385,Which rom can let me deactivate the sim card？,2020-04-07 08:06:31+00:00
-1001181166784,Whyred - OFFICIAL,453048789,remind old days😍,2020-04-07 08:04:33+00:00
-1001181166784,Whyred - OFFICIAL,662133896,magisk,2020-04-07 08:03:32+00:00
-1001181166784,Whyred - OFFICIAL,6778088,#magisk,2020-04-07 08:03:32+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Use #notes next time :),2020-04-07 08:03:17+00:00
-1001181166784,Whyred - OFFICIAL,6778088,/notes,2020-04-07 08:03:17+00:00
-1001181166784,Whyred - OFFICIAL,614018045,Np,2020-04-07 08:00:46+00:00
-1001181166784,Whyred - OFFICIAL,276644727,Thank you,2020-04-07 08:00:10+00:00
-1001181166784,Whyred - OFFICIAL,276644727,Okay bro,2020-04-07 08:00:06+00:00
-1001181166784,Whyred - OFFICIAL,614018045,Idk didn't tried this kernel,2020-04-07 07:58:16+00:00
-1001181166784,Whyred - OFFICIAL,614018045,Use rad oc new blobs,2020-04-07 07:57:56+00:00
-1001181166784,Whyred - OFFICIAL,276644727,I want to change and you oc kernel,2020-04-07 07:57:39+00:00
-1001181166784,Whyred - OFFICIAL,276644727,Both get the same error,2020-04-07 07:57:23+00:00
-1001181166784,Whyred - OFFICIAL,276644727,I flash sonic kernel both old and new blob,2020-04-07 07:57:14+00:00
-1001181166784,Whyred - OFFICIAL,614018045,Stick to stock,2020-04-07 07:56:23+00:00
-1001181166784,Whyred - OFFICIAL,614018045,Try flashing new cam version of any kernel,2020-04-07 07:56:10+00:00
-1001181166784,Whyred - OFFICIAL,276644727,I use this rom now I back to stock kernel ...so any recommdend kernel that is work with this rom??,2020-04-07 07:55:49+00:00
-1001181166784,Whyred - OFFICIAL,276644727,,2020-04-07 07:55:22+00:00
-1001181166784,Whyred - OFFICIAL,614018045,See which cam blobs the rom have and which is in your rom,2020-04-07 07:54:17+00:00
-1001181166784,Whyred - OFFICIAL,614018045,Miui 11 have old cam blobs?,2020-04-07 07:53:16+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,is it possible to hide hashtags?,2020-04-07 07:30:26+00:00
-1001181166784,Whyred - OFFICIAL,304351863,,2020-04-07 07:29:23+00:00
-1001181166784,Whyred - OFFICIAL,571956857,You too 😒,2020-04-07 07:26:41+00:00
-1001181166784,Whyred - OFFICIAL,571956857,Stop tagging me 😂,2020-04-07 07:26:19+00:00
-1001181166784,Whyred - OFFICIAL,276644727,How to deal with camera error with derp rom when change kernel,2020-04-07 07:25:58+00:00
-1001181166784,Whyred - OFFICIAL,774181428,Available firmware downloads for Redmi Note 5/Note 5 Pro (whyred),2020-04-07 07:25:51+00:00
-1001181166784,Whyred - OFFICIAL,302138826,/firmware,2020-04-07 07:25:51+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Just type /firmware,2020-04-07 07:25:35+00:00
-1001181166784,Whyred - OFFICIAL,302138826,#firmware,2020-04-07 07:25:35+00:00
-1001181166784,Whyred - OFFICIAL,276644727,,2020-04-07 07:25:31+00:00
-1001181166784,Whyred - OFFICIAL,662133896,"UNBRICK Your Whyred Without Authorized Account💥

Thanks to @Bladeyy for sharing this to us!!

1. Download this fastboot rom (2 files) from HERE
2. Copy Both files to same folder and extract the zip file
3. Now Download the latest mi flash tool from HERE
4. Rename mi folder to _mi or delete it  (in mi flash folder)
5. Open mi flash tool and select the extracted fastboot rom
6. Now connect your phone and click on refresh
7. Select flash_all and click on flash
8. Wait patiently till it gets flashed...

SOURCE: http://cafe.naver.com/ArticleRead.nhn?clubid=27738104&articleid=273056&page=3&boardtype=L",2020-04-07 07:24:54+00:00
-1001181166784,Whyred - OFFICIAL,302138826,#unbrick,2020-04-07 07:24:54+00:00
-1001181166784,Whyred - OFFICIAL,662133896,@WhyredUpdates,2020-04-07 07:21:43+00:00
-1001181166784,Whyred - OFFICIAL,623541011,#roms,2020-04-07 07:21:43+00:00
-1001181166784,Whyred - OFFICIAL,662133896,BURN IN PROTECTION🚨🚨 BURN IN PROTECTION🚨🚨,2020-04-07 07:16:58+00:00
-1001181166784,Whyred - OFFICIAL,847871656,#kcal,2020-04-07 07:16:58+00:00
-1001181166784,Whyred - OFFICIAL,662133896,notes,2020-04-07 07:16:48+00:00
-1001181166784,Whyred - OFFICIAL,847871656,#notes,2020-04-07 07:16:48+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Learn How to flash Rom,2020-04-07 07:15:19+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,#flash-rom,2020-04-07 07:15:19+00:00
-1001181166784,Whyred - OFFICIAL,662133896,gcam,2020-04-07 07:11:58+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,#gcam,2020-04-07 07:11:58+00:00
-1001181166784,Whyred - OFFICIAL,840330279,Guys otg is working on Xiaomi eu with mystic kernal on whyred,2020-04-07 07:11:45+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Best rom of all time 😍,2020-04-07 07:09:59+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,#best,2020-04-07 07:09:58+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Use #notes next time :),2020-04-07 07:09:20+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,/notes,2020-04-07 07:09:19+00:00
-1001181166784,Whyred - OFFICIAL,634697090,I need stock recovery for whyred,2020-04-07 07:06:45+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Available kernels 👇🏻,2020-04-07 06:46:22+00:00
-1001181166784,Whyred - OFFICIAL,1040473727,#kernels,2020-04-07 06:46:22+00:00
-1001181166784,Whyred - OFFICIAL,1040473727,/kernels,2020-04-07 06:46:14+00:00
-1001181166784,Whyred - OFFICIAL,661083547,,2020-04-07 06:44:47+00:00
-1001181166784,Whyred - OFFICIAL,1119891190,,2020-04-07 06:43:55+00:00
-1001181166784,Whyred - OFFICIAL,884965150,,2020-04-07 06:33:44+00:00
-1001181166784,Whyred - OFFICIAL,884965150,For best settings,2020-04-07 06:33:42+00:00
-1001181166784,Whyred - OFFICIAL,884965150,I simple have gamesettings.ini,2020-04-07 06:33:37+00:00
-1001181166784,Whyred - OFFICIAL,656578598,Sed,2020-04-07 06:33:16+00:00
-1001181166784,Whyred - OFFICIAL,884965150,"There is normal gfx tool,there is pubg ffx tool by trilokia. But I don't use any.",2020-04-07 06:33:08+00:00
-1001181166784,Whyred - OFFICIAL,656578598,BTW u hab gfx tool for q?,2020-04-07 06:31:17+00:00
-1001181166784,Whyred - OFFICIAL,656578598,,2020-04-07 06:30:16+00:00
-1001181166784,Whyred - OFFICIAL,884965150,Okey sir me and @kingdaniel786  nubs. We need that extra 45fps.,2020-04-07 06:30:04+00:00
-1001181166784,Whyred - OFFICIAL,656578598,*865,2020-04-07 06:29:52+00:00
-1001181166784,Whyred - OFFICIAL,683377910,"No need, it changes ur soc to sdm855 sir",2020-04-07 06:29:35+00:00
-1001181166784,Whyred - OFFICIAL,656578598,Yes,2020-04-07 06:29:31+00:00
-1001181166784,Whyred - OFFICIAL,656578598,After Android 69,2020-04-07 06:29:25+00:00
-1001181166784,Whyred - OFFICIAL,884965150,Thank you Sur. No gfx tool? Just flash and forget ?,2020-04-07 06:29:17+00:00
-1001181166784,Whyred - OFFICIAL,683377910,Wen 4.19 for whyred released,2020-04-07 06:29:10+00:00
-1001181166784,Whyred - OFFICIAL,656578598,,2020-04-07 06:28:50+00:00
-1001181166784,Whyred - OFFICIAL,656578598,960 fps wen,2020-04-07 06:28:47+00:00
-1001181166784,Whyred - OFFICIAL,683377910,I got 240fps in pubg with that kernal,2020-04-07 06:28:38+00:00
-1001181166784,Whyred - OFFICIAL,600817155,Thx,2020-04-07 06:28:21+00:00
-1001181166784,Whyred - OFFICIAL,683377910,Gaming-kernalr69.69.zip,2020-04-07 06:21:41+00:00
-1001181166784,Whyred - OFFICIAL,765534386,What is this,2020-04-07 06:21:26+00:00
-1001181166784,Whyred - OFFICIAL,874813631,#rom,2020-04-07 06:18:48+00:00
-1001181166784,Whyred - OFFICIAL,735354625,Suggestions for aosp battery base that has a long battery life?,2020-04-07 06:18:35+00:00
-1001181166784,Whyred - OFFICIAL,571956857,Leave it lol,2020-04-07 06:18:32+00:00
-1001181166784,Whyred - OFFICIAL,765534386,What should i do with it,2020-04-07 06:16:36+00:00
-1001181166784,Whyred - OFFICIAL,598551481,Mine too,2020-04-07 06:16:02+00:00
-1001181166784,Whyred - OFFICIAL,765534386,😳,2020-04-07 06:15:12+00:00
-1001181166784,Whyred - OFFICIAL,571956857,It's not a link,2020-04-07 06:14:44+00:00
-1001181166784,Whyred - OFFICIAL,922350627,"fastboot oem unlock command not working,what should i do?",2020-04-07 06:07:03+00:00
-1001181166784,Whyred - OFFICIAL,922350627,,2020-04-07 06:06:54+00:00
-1001181166784,Whyred - OFFICIAL,705061679,Then flash MIUI 11 back,2020-04-07 06:02:11+00:00
-1001181166784,Whyred - OFFICIAL,876249944,😢,2020-04-07 06:01:34+00:00
-1001181166784,Whyred - OFFICIAL,876249944,I am in Pixel experience rom but I m missing MIUI11,2020-04-07 06:01:29+00:00
-1001181166784,Whyred - OFFICIAL,876249944,Kernel for best gaming?,2020-04-07 06:00:32+00:00
-1001181166784,Whyred - OFFICIAL,765534386,Link is not working,2020-04-07 06:00:16+00:00
-1001181166784,Whyred - OFFICIAL,571956857,Max-Af-HyperBatterSavingKernel-v6.9.69.zip,2020-04-07 05:59:06+00:00
-1001181166784,Whyred - OFFICIAL,628928068,Max kernel,2020-04-07 05:59:05+00:00
-1001181166784,Whyred - OFFICIAL,765534386,Whyred,2020-04-07 05:56:44+00:00
-1001181166784,Whyred - OFFICIAL,765534386,Kernel for max battery?,2020-04-07 05:54:49+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Use #notes next time :),2020-04-07 05:54:09+00:00
-1001181166784,Whyred - OFFICIAL,988218996,/notes,2020-04-07 05:54:08+00:00
-1001181166784,Whyred - OFFICIAL,662133896,gcam,2020-04-07 05:53:50+00:00
-1001181166784,Whyred - OFFICIAL,988218996,#gcam,2020-04-07 05:53:49+00:00
-1001181166784,Whyred - OFFICIAL,662133896,gcam,2020-04-07 05:44:41+00:00
-1001181166784,Whyred - OFFICIAL,876249944,#gcam,2020-04-07 05:44:40+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Available kernels 👇🏻,2020-04-07 05:26:27+00:00
-1001181166784,Whyred - OFFICIAL,876249944,#kernels,2020-04-07 05:26:27+00:00
-1001181166784,Whyred - OFFICIAL,662133896,For OOS Port support go to @WhyredOOSG,2020-04-07 05:22:26+00:00
-1001181166784,Whyred - OFFICIAL,876249944,#oos,2020-04-07 05:22:25+00:00
-1001181166784,Whyred - OFFICIAL,640964482,Someone play asphalt 9?,2020-04-07 05:16:09+00:00
-1001181166784,Whyred - OFFICIAL,662133896,magisk,2020-04-07 05:12:57+00:00
-1001181166784,Whyred - OFFICIAL,788642925,#magisk,2020-04-07 05:12:56+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Use #notes next time :),2020-04-07 05:12:32+00:00
-1001181166784,Whyred - OFFICIAL,788642925,/notes,2020-04-07 05:12:32+00:00
-1001181166784,Whyred - OFFICIAL,357022212,"Format data...and reboot to recovery
..give a try once if you haven't",2020-04-07 05:07:44+00:00
-1001181166784,Whyred - OFFICIAL,571956857,Fekk 😂,2020-04-07 05:00:48+00:00
-1001181166784,Whyred - OFFICIAL,712101426,It was bricked,2020-04-07 05:00:32+00:00
-1001181166784,Whyred - OFFICIAL,712101426,I had this issue on yureka lol,2020-04-07 05:00:28+00:00
-1001181166784,Whyred - OFFICIAL,662133896,notes,2020-04-07 04:58:14+00:00
-1001181166784,Whyred - OFFICIAL,13885585,#notes,2020-04-07 04:58:13+00:00
-1001181166784,Whyred - OFFICIAL,571956857,Then reboot back to rec,2020-04-07 04:56:08+00:00
-1001181166784,Whyred - OFFICIAL,571956857,Wipe data partition only,2020-04-07 04:56:01+00:00
-1001181166784,Whyred - OFFICIAL,571956857,Bruh...,2020-04-07 04:55:50+00:00
-1001181166784,Whyred - OFFICIAL,1142301866,how to get back into stock rom,2020-04-07 04:21:07+00:00
-1001181166784,Whyred - OFFICIAL,709563008,Format data,2020-04-07 04:18:35+00:00
-1001181166784,Whyred - OFFICIAL,712101426,Flash the fastboot rom for whyred,2020-04-07 04:12:07+00:00
-1001181166784,Whyred - OFFICIAL,1040473727,Yes,2020-04-07 04:07:15+00:00
-1001181166784,Whyred - OFFICIAL,616381326,Flash new Rom?,2020-04-07 04:07:14+00:00
-1001181166784,Whyred - OFFICIAL,616381326,Format data?,2020-04-07 04:07:06+00:00
-1001181166784,Whyred - OFFICIAL,1040473727,Detele data,2020-04-07 04:05:21+00:00
-1001181166784,Whyred - OFFICIAL,861791770,I cant enter on gcam whyred discussion grouo... It says the chat no longer available,2020-04-07 03:45:57+00:00
-1001181166784,Whyred - OFFICIAL,928233369,Waiting for Miui 12.,2020-04-07 03:28:07+00:00
-1001181166784,Whyred - OFFICIAL,712101426,Better flash the fastboot,2020-04-07 03:23:03+00:00
-1001181166784,Whyred - OFFICIAL,712101426,Something's not right here,2020-04-07 03:22:43+00:00
-1001181166784,Whyred - OFFICIAL,616381326,Always stuck at logo after reboot system,2020-04-07 03:18:52+00:00
-1001181166784,Whyred - OFFICIAL,616381326,Does anyone know?,2020-04-07 03:17:52+00:00
-1001181166784,Whyred - OFFICIAL,662133896,"Cust partition consists of copy of apps ,and language packs that get installed as per region on first boot or when user changes its region (country)",2020-04-07 03:14:27+00:00
-1001181166784,Whyred - OFFICIAL,764054219,#custpartition,2020-04-07 03:14:27+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Use #notes next time :),2020-04-07 03:13:55+00:00
-1001181166784,Whyred - OFFICIAL,764054219,/notes,2020-04-07 03:13:54+00:00
-1001181166784,Whyred - OFFICIAL,640099681,Np 👍🏻,2020-04-07 03:01:46+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,ok thanks,2020-04-07 02:58:27+00:00
-1001181166784,Whyred - OFFICIAL,764054219,"Gyroscope keep moving.
https://forum.xda-developers.com/redmi-note-5-pro/help/gyroscope-moving-t4072557",2020-04-07 02:43:31+00:00
-1001181166784,Whyred - OFFICIAL,640099681,Stock is better imo,2020-04-07 02:38:14+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,do you recommend any kernel?,2020-04-07 02:36:50+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,sure bro I'm downloading it right now,2020-04-07 02:36:38+00:00
-1001181166784,Whyred - OFFICIAL,640099681,Bruh trust me the best rom is evo x right now,2020-04-07 02:34:56+00:00
-1001181166784,Whyred - OFFICIAL,640099681,Evo x beta?,2020-04-07 02:33:51+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,I'll make sure to give it a shot nevertheless,2020-04-07 02:14:58+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,"i checked the xda threat, its still in beta status",2020-04-07 02:14:36+00:00
-1001181166784,Whyred - OFFICIAL,640099681,Stable and good performance,2020-04-07 02:12:33+00:00
-1001181166784,Whyred - OFFICIAL,640099681,Im used a lot of roms but i loved evo x,2020-04-07 02:12:16+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,may i ask which rom would you consider the most stable?,2020-04-07 02:11:30+00:00
-1001181166784,Whyred - OFFICIAL,640099681,Cod was on %75 screen light,2020-04-07 02:08:47+00:00
-1001181166784,Whyred - OFFICIAL,631936637,Ok,2020-04-07 02:08:38+00:00
-1001181166784,Whyred - OFFICIAL,640099681,Evo x with stok kernel,2020-04-07 02:08:33+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,which rom?,2020-04-07 02:08:02+00:00
-1001181166784,Whyred - OFFICIAL,631936637,Which one,2020-04-07 02:07:54+00:00
-1001181166784,Whyred - OFFICIAL,640099681,About 50 minute cod mobile and %16 battery drain.. Man this rom is on fire,2020-04-07 02:06:03+00:00
-1001181166784,Whyred - OFFICIAL,662133896,@WhyredUpdates,2020-04-07 01:40:26+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,#roms,2020-04-07 01:40:26+00:00
-1001181166784,Whyred - OFFICIAL,662133896,Note name missing! Write the name of the note you want to get.,2020-04-07 01:38:36+00:00
-1001181166784,Whyred - OFFICIAL,1091436176,/get,2020-04-07 01:38:36+00:00
-1001181166784,Whyred - OFFICIAL,922350627,Thank you so much,2020-04-07 01:37:39+00:00
-1001181166784,Whyred - OFFICIAL,970167635,Do you use third-party fonts?,2020-04-07 01:35:19+00:00
-1001181166784,Whyred - OFFICIAL,1040473727,Use xiaomi mi tools v2,2020-04-07 01:29:54+00:00
-1001181166784,Whyred - OFFICIAL,922350627,Ok thank you,2020-04-07 01:29:31+00:00
-1001181166784,Whyred - OFFICIAL,916389847,It's been a while since i unlocked,2020-04-07 01:28:45+00:00
-1001181166784,Whyred - OFFICIAL,916389847,I don't remember much about this,2020-04-07 01:28:36+00:00
-1001181166784,Whyred - OFFICIAL,916389847,Im sorry,2020-04-07 01:28:29+00:00
-1001181166784,Whyred - OFFICIAL,922350627,Can i use any other way to unlock bootloader in rn5 pro,2020-04-07 01:27:55+00:00
-1001181166784,Whyred - OFFICIAL,916389847,That's fine,2020-04-07 01:27:11+00:00
-1001181166784,Whyred - OFFICIAL,922350627,I was using minimal fastboot,2020-04-07 01:26:51+00:00
-1001181166784,Whyred - OFFICIAL,922350627,Done,2020-04-07 01:26:10+00:00
